mes,linha,frame,node_id,altura_px,link_figma,copy
agosto,EN Blue Wolf,campanha - 26/08,7080:111,1964,https://www.figma.com/design/hBrwHZnGuySRZvAEZFGUyD/?node-id=7080-111,"“I DON'T KNOW WHICH” · “IF IT'S WORTH IT” · “I'M IN NO RUSH” · SITEWIDE · 15% OFF UNTIL FRIDAY · “DEPENDS ON THE PRICE” · “IT'S EXPENSIVE” · FIND YOUR STARTING POINT · WHAT'S STILL HOLDING YOU BACK? · WHAT IF YOU DECIDED TODAY? · 15%OFF · SITEWIDE · No matter where you came from. They all lead to the same path. · WEEK15 · COUPON: · Valid until Friday, 11:59 PM. · USE MY COUPON · ENVIO EXPRESSO · SECURE PAYMENT · PRODUCT QUALITY · Envio rápido em 24/48 horas com código de rastreio. · All products are high quality and original. · Secure environment for online payments. · 15% OFF"
agosto,EN Blue Wolf,Campanha - 28/08,7080:358,2128,https://www.figma.com/design/hBrwHZnGuySRZvAEZFGUyD/?node-id=7080-358,"Coupon: WEEK15 · Minimal essentials · Order Summary · Total · full price · Best decision of the day ✓ · total -15% · Notification from the Future · ✦ · Minimal essentials · Your order will be on its way. ✓ · We came from the future (not that far) to let you know — you didn't let this one slip. It's the last day of your 15% OFF coupon and you couldn't leave your wardrobe waiting. · Your future self says thanks: ║ Minimal essentials, 15% less. · GET THE DISCOUNT · Valid until Friday, 11:59 PM. · LAST HOURS TO TAKE ADVANTAGE · SEE ALL PRODUCTS · ENVIO EXPRESSO · SECURE PAYMENT · PRODUCT QUALITY · Envio rápido em 24/48 horas com código de rastreio. · All products are high quality and original. · Secure environment for online payments."
agosto,EN Blue Wolf,campanha - 31/08,7080:231,3012,https://www.figma.com/design/hBrwHZnGuySRZvAEZFGUyD/?node-id=7080-231,AUGUST · ENDS TODAY · The prices on essentials that ran all month long end at midnight. No code needed — everything is already marked on site until 11:59 PM. · GET IT WHILE YOU CAN · AUGUST CLOSING · 31 · August prices are valid until 11:59 PM. Then they go back to normal. · No coupon needed. Each item already has the August price. · September starts with different prices. This price stays in August. · The capsule you built is still there. For a few more hours. · TODAY IS STILL AUGUST. TOMORROW ISN'T. · These are just a few. The entire site still has August prices. · SEE EVERYTHING BEFORE IT'S GONE · ENVIO EXPRESSO · SECURE PAYMENT · PRODUCT QUALITY · Envio rápido em 24/48 horas com código de rastreio. · All products are high quality and original. · Secure environment for online payments.
setembro,PT (master Brasil),campanha - 31/08,7041:423,3012,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=7041-423,"AGOSTO · FECHA HOJE · As condições em casa e decoração que rodaram o mês inteiro saem do ar à meia-noite. Não precisa de cupom, estão ativas no site até 23h59. · APROVEITAR ENQUANTO DÁ · AGOSTO FECHANDO · 31 · Os preços de agosto valem até 23h59. Depois voltam ao normal. · Sem cupom. Cada item já está com o preço de agosto. · Setembro começa com outros preços. Esse preço fica erm agosto. · O que você separou ainda está lá. Por algumas horas. · HOJE AINDA É AGOSTO. AMANHÃ NÃO. · Esses são só alguns. O site inteiro ainda está com preço de agosto. · VER TUDO ANTES DA VIRADA · ENVIO EXPRESSO · PAGAMENTO SEGURO · QUALIDADE NOS PRODUTOS · Envio rápido em 24/48 horas com código de rastreio. · Todos os produtos são de alta qualidade e originais. · Ambiente seguro para pagamentos online."
setembro,PT (master Brasil),campanha - 05/09,9008:22,2661,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9008-22,"ESTÁ CHEGANDO · DO CLIENTE · TRÊS HORÁRIOS EM UM DIA · 07h · 11h · 18h · A maior vantagem que a ACHA TUDO STORE já colocou no ar. O que vem em cada horário você ainda vai descobrir. Clique abaixo, entre no site e comece a se preparar pra esse grande dia. · QUERO ME PREPARAR · JÁ EM OFERTA NO ESQUENTA · VER TODOS OS PRODUTOS · ENVIO EXPRESSO · PAGAMENTO SEGURO · QUALIDADE NOS PRODUTOS · Envio rápido em 24/48 horas com código de rastreio. · Todos os produtos são de alta qualidade e originais. · Ambiente seguro para pagamentos online."
setembro,PT (master Brasil),campanha - 07/09,9018:25,2807,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9018-25,"Para comemorar a liberdade, cupom liberado. Aplique no checkout pra descobrir quanto de desconto ele vale. Em todo o site, até meia-noite. · CUPOM: · LIBERDADE · DESCOBRIR AGORA · ESCOLHA LIVRE O CUPOM VALE EM TUDO · O cupom vale em qualquer produto do site. Clique abaixo e aplique no checkout. · VER TODO O CATÁLOGO · ESTÁ CHEGANDO O · DO CLIENTE · 07h · 11h · 18h · Acesso antecipado · Abertura geral · Última chamada · Às 07h é abertura exclusiva pra quem faz parte da nossa lista. E se você abriu esse e-mail, chegou até aqui e está lendo, automaticamente você faz parte. · QUERO ME PREPARAR · ENVIO EXPRESSO · PAGAMENTO SEGURO · QUALIDADE NOS PRODUTOS · Envio rápido em 24/48 horas com código de rastreio. · Todos os produtos são de alta qualidade e originais. · Ambiente seguro para pagamentos online."
setembro,PT (master Brasil),campanha - 08/09,9022:391,3767,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9022-391,"É AMANHÃ! · DO CLIENTE · A MELHOR OFERTA DA TEMPORADA · NOS SEGUINTES HORÁRIOS: · QUERO PREPARAR MEU CARRINHO · Amanhã é o dia · A partir das 07h, tudo que está no site entra na melhor oferta já fizemos. O que vai fazer diferença não é a velocidade, é chegar sabendo o que você quer. Quem entra às 07h com o carrinho já montado sai na frente. Hoje é o dia de escolher. Amanhã é o dia de fechar. · COMEÇAR A ESCOLHER · AINDA COM DÚVIDA? · 1 · PRECISA DE CADASTRO ESPECIAL? · Não. Quem está lendo isso já faz parte da nossa lista exclusiva. · 2 · POR QUE 9.9 DO CLIENTE? · Setembro é o mês do cliente, e o dia 9 é quando preparamos algo especial pra clientes especiais como você. · 3 · E SE EU NÃO CONSEGUIR ÀS 07H? · Tem 11h e 18h, mas o estoque de alguns produtos pode ter acabado. · 4 · VAI TER PRORROGAÇÃO? · Não. O 9.9 do Cliente acaba à meia-noite. · O QUE ENTRA NA OFERTA DE AMANHÃ · Esses são só alguns. Amanhã o site inteiro entra na oferta. · VER TODOS OS PRODUTOS · HOJE · AMANHÃ · 08/09 · 09/09 · FALTA 1 DIA · DO CLIENTE · Amanhã às 07h o site abre pra você. · VER TODO O CATÁLOGO · ENVIO EXPRESSO · PAGAMENTO SEGURO · QUALIDADE NOS PRODUTOS · Envio rápido em 24/48 horas com código de rastreio. · Todos os produtos são de alta qualidade e originais. · Ambiente seguro para pagamentos online."
setembro,PT (master Brasil),campanha - 09/09 #2,9213:25,4136,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9213-25,"07:00 · 09:00 · 11:00 · 21:00 · 23:00 · 12:00 · 18:00 · 00:00 · 15:00 · 10 · 12 · 2 · 3 · 4 · 5 · 6 · 9 · 7 · 1 · Aquele respiro da tarde · Cupom nos últimos minutos · Portas abertas, o dia começou · Os mais buscados estão sumindo · Primeiros pedidos já confirmados · Encerrado. Valores regulares de volta · Pausa pro almoço, não pro cupom · Última chamada com estoque cheio · 19% OFF no ar pra todos! · 07h · 11h · 18h · Data: · 09/09/2026 · 8 · DO CLIENTE · Cada hora do seu dia com a casa renovada · 19%OFF · 0909 · CUPOM: · O 9.9 está no ar. Do primeiro café até a última luz apagada. · QUERO APROVEITAR AGORA · A condição vale o dia inteiro, mas o estoque não espera. · QUERO GARANTIR AGORA · EM OFERTA AGORA · O cupom 0909 vale no site inteiro. Clique abaixo e veja o resto. · VER TODOS OS PRODUTOS · 9.9 DO CLIENTE · Foi pensado para quem quer renovar a casa sem esperar o fim do ano. A condição vale o dia inteiro, em todo o site. O que muda com o passar das horas não é o percentual, é o que ainda vai estar disponível no catálogo. Se tem aquele organizador, aquela luminária ou o kit que você vem namorando, esse é o momento. Enquanto ainda está no estoque. Use 0909 no checkout. Válido até meia-noite. · COMEÇAR A ESCOLHER · ENVIO EXPRESSO · PAGAMENTO SEGURO · QUALIDADE NOS PRODUTOS · Envio rápido em 24/48 horas com código de rastreio. · Todos os produtos são de alta qualidade e originais. · Ambiente seguro para pagamentos online."
setembro,PT (master Brasil),campanha - 09/09 #3,9215:344,2469,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9215-344,"Notícia de última hora · QUARTA, 9 DE SETEMBRO 2026 · 6H ATÉ O FIM · DO 9.9 DO CLIENTE · A campanha encerra hoje às 23h59. 19%OFF em todo o site com o cupom 0909 no checkout. · 0909 · CUPOM: · COMPRAR AGORA · OS DESTAQUES DA MANCHETE: · Aplique o cupom 0909 no checkout pra ver o preço final com 19% a menos. · VER TODAS AS OFERTAS · ENVIO EXPRESSO · PAGAMENTO SEGURO · QUALIDADE NOS PRODUTOS · Envio rápido em 24/48 horas com código de rastreio. · Todos os produtos são de alta qualidade. · Ambiente seguro para pagamentos online."
setembro,PT (master Brasil),campanha - 11/09,9223:740,1735,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9223-740,inventory-status · alert-date-title · ! · OFERTAS ATIVAS · SEM CUPOM NECESSÁRIO · button-label · demand-warning · platform-unavailability · APROVEITE AS ÚLTIMAS UNIDADES · Preços promocionais ativos enquanto durar o estoque. Clique abaixo e veja o resto. · VER TODAS AS OFERTAS · ENVIO EXPRESSO · PAGAMENTO SEGURO · QUALIDADE NOS PRODUTOS · Envio rápido em 24/48 horas com código de rastreio. · Todos os produtos são de alta qualidade. · Ambiente seguro para pagamentos online.
setembro,PT (master Brasil),campanha - 14/09,9438:25,1081,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9438-25,headline-line1 · highlighted-text · headline-line3-end · badge-text · row-val-1 · row-val-2 · row-val-3 · row-label-2 · row-label-3 · row-label-1 · headline-line2 · subtitle · QUERO ME PREPARAR · footer-disclaimer · ENVIO EXPRESSO · PAGAMENTO SEGURO · QUALIDADE NOS PRODUTOS · Envio rápido em 24/48 horas com código de rastreio. · Todos os produtos são de alta qualidade. · Ambiente seguro para pagamentos online.
setembro,PT (master Brasil),campanha - 15/09 #2,9438:147,3176,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9438-147,"TESTE RÁPIDO DE VISÃO · Olhe o cupom abaixo. Que cor você está vendo? · DIA DO · CLIENTE · = Sua visão está ótima · = Você precisa de um teste · = Seu cupom está liberado · 17%OFF · CLIENTE · CUPOM: · QUERO APROVEITAR AGORA · Tá bom, você acertou... Isso nunca foi um teste de visão, foi um jeito de te contar que hoje é Dia do Cliente na Acha Tudo Store. O cupom que você viu ali em cima vale 17% OFF em todo o site, e só foi enviado por e-mail. Não está no site, não está nas redes. · CLIENTE · PASSEI NO TESTE · OS FAVORITOS DE HOJE · O cupom vale em todo o site. Clique abaixo e veja o resto. · CLIENTE · VER TODO O CATÁLOGO · O QUE A GENTE PROMETE · Esse cupom não vai pro site e não vai pras redes sociais, é exclusivo do e-mail. Ele existe hoje, pra quem está nessa lista, até meia-noite. · APROVEITAR ANTES DAS 00h · ENVIO EXPRESSO · PAGAMENTO SEGURO · QUALIDADE NOS PRODUTOS · Envio rápido em 24/48 horas com código de rastreio. · Todos os produtos são de alta qualidade. · Ambiente seguro para pagamentos online."
setembro,PT (master Brasil),campanha - 15/09 #3,9445:399,3553,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9445-399,"QuestionNumber · headline-line1 · QuestionText · OptionText · badge-text · Três perguntas rápidas antes do dia acabar. Todas sobre uma oferta que ai do ar à meia-noite. · APROVEITAR O DIA DO CLIENTE · CLIENTE · ACERTOU AS TRÊS? SEU PRÊMIO É ESSE: · 17%OFF · CLIENTE · CUPOM: · APROVEITAR CUPOM · APROVEITA QUE AINDA DÁ TEMPO · O cupom vale no site inteiro. Clique abaixo e veja o resto. · CLIENTE · VER TODO O CATÁLOGO · COMO VOCÊ FOI? · Acertando ou não, o resultado é o mesmo: 17% OFF em todo o site até meia-noite. Depois disso os preços voltam ao normal, e o Dia do Cliente só volta em setembro do ano que vem. · APROVEITAR ANTES DAS 00h · ENVIO EXPRESSO · PAGAMENTO SEGURO · QUALIDADE NOS PRODUTOS · Envio rápido em 24/48 horas com código de rastreio. · Todos os produtos são de alta qualidade. · Ambiente seguro para pagamentos online."
setembro,PT (master Brasil),campanha - 17/09,9702:22,2788,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9702-22,SEMANA DO · CLIENTE · 17% · OFF · EM TODO SITE · CLIENTE · CUPOM: · COMPRAR COM 17% OFF · A Semana do Cliente não acabou na terça · Copy · Body Copy · QUERO APROVEITAR AGORA · Os destaques da Semana do Cliente · VER TUDO COM 17% OFF · ENVIO EXPRESSO · PAGAMENTO SEGURO · QUALIDADE NOS PRODUTOS · Envio rápido em 24/48 horas com código de rastreio. · Todos os produtos são de alta qualidade e originais. · Ambiente seguro para pagamentos online.
setembro,PT (master Brasil),campanha - 19/09,9702:386,2769,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9702-386,"//////////////////////// · Text · SEMANA DO CLIENTE · 17 · OFF · % · CLIENTE · CUPOM: · COMPRAR AGORA · Body Copy · OS DESTAQUES DA SEMANA: · O cupom CLIENTE vale no site inteiro. Clique abaixo e veja tudo. · VER TODOS OS PRODUTOS · DOMINGO, 23H59 · É quando a Semana do Cliente acaba e os preços voltam ao normal. · CLIENTE · CUPOM: · APROVEITAR ENQUANTO DÁ · ENVIO EXPRESSO · PAGAMENTO SEGURO · QUALIDADE NOS PRODUTOS · Envio rápido em 24/48 horas com código de rastreio. · Todos os produtos são de alta qualidade e originais. · Ambiente seguro para pagamentos online."
setembro,PT (master Brasil),campanha - 19/09,9910:229,2541,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9910-229,Title · VER O SITE · Body Copy · O QUE ELES ESCREVERAM · Review Copy · Body Copy · Review Copy · Body Copy · Review Copy · Body Copy · QUERO TRANSFORMAR MINHA CASA TAMBÉM · ENVIO EXPRESSO · PAGAMENTO SEGURO · QUALIDADE NOS PRODUTOS · Envio rápido em 24/48 horas com código de rastreio. · Todos os produtos são de alta qualidade e originais. · Ambiente seguro para pagamentos online.
setembro,EN Blue Wolf,campanha - 31/08,7080:231,3012,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=7080-231,AUGUST · ENDS TODAY · The prices on essentials that ran all month long end at midnight. No code needed — everything is already marked on site until 11:59 PM. · GET IT WHILE YOU CAN · AUGUST CLOSING · 31 · August prices are valid until 11:59 PM. Then they go back to normal. · No coupon needed. Each item already has the August price. · September starts with different prices. This price stays in August. · The capsule you built is still there. For a few more hours. · TODAY IS STILL AUGUST. TOMORROW ISN'T. · These are just a few. The entire site still has August prices. · SEE EVERYTHING BEFORE IT'S GONE · ENVIO EXPRESSO · SECURE PAYMENT · PRODUCT QUALITY · Envio rápido em 24/48 horas com código de rastreio. · All products are high quality and original. · Secure environment for online payments.
setembro,EN Blue Wolf,campanha - 05/09,9075:13126,2661,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9075-13126,"IT'S COMING · NEW SEASON SALE · THREE TIME SLOTS IN ONE DAY · 7AM · 11AM · 6PM · The biggest deal that BLUE WOLF has ever launched. What comes at each time slot you'll still find out. Click below, go to the site and start getting ready for this big day. · SECURE MY ACCESS · ALREADY ON SALE WARM-UP DEALS · VIEW ALL PRODUCTS · ENVIO EXPRESSO · SECURE PAYMENT · PRODUCT QUALITY · Envio rápido em 24/48 horas com código de rastreio. · All products are high quality and original. · Secure environment for online payments."
setembro,EN Blue Wolf,campanha - 07/09,9075:13263,3207,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9075-13263,"WARM-UP · NEW SEASON SALE · 2 DAYS TO GO · AT THE FOLLOWING TIMES: · 7AM · 11AM · 6PM · I WANT TO GET READY · In two days · Blue Wolf enters a new season. This is the date when we turn the page and start fresh, with the best deal we've ever put out there. And it doesn't open for everyone at the same time. At 7AM it's exclusive access for those on our list. And if you opened this email, made it this far and are reading this, you're automatically part of it. That's four hours of advantage before the site opens to the public. · START BROWSING · HOW IT WORKS · EARLY ACCESS · 7AM · The site opens only for our list. Full stock with no competition. · GENERAL OPENING · 11AM · The sale goes live for the public. What's left from 7AM stays available. · LAST CALL · 6PM · Final stretch. At midnight the sale goes offline. · THE WARM-UP HAS BEGUN · All of these are already on sale. Click below and pick yours. · VIEW ALL PRODUCTS · ENVIO EXPRESSO · SECURE PAYMENT · PRODUCT QUALITY · Envio rápido em 24/48 horas com código de rastreio. · All products are high quality and original. · Secure environment for online payments."
setembro,EN Blue Wolf,campanha - 08/09,9075:13423,3767,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9075-13423,"IT’S TOMORROW · NEW SEASON SALE · THE BEST DEAL OF THE SEASON · AT THE FOLLOWING TIMES: · 7AM · 11AM · 6PM · I WANT TO PREPARE MY CART · Tomorrow is the day · Starting at 7AM, everything on the site goes on the best sale we've ever done. What will make the difference isn't speed, it's knowing what you want when you arrive. Those who get in at 7AM with their cart already loaded come out ahead. Today is the day to choose. Tomorrow is the day to close the deal. · START BROWSING · STILL HAVE QUESTIONS? · 1 · DO I NEED A SPECIAL SIGN-UP? · No. If you're reading this, you're already part of our exclusive list. · 2 · WHY 9.9 CUSTOMER DAY? · September is Customer Appreciation Month, and the 9th is when we prepare something special for special customers like you. · 3 · WHAT IF I CAN'T MAKE IT AT 7AM? · There's 11AM and 6PM, but some products may be sold out by then. · 4 · WILL THERE BE AN EXTENSION? · No. The 9.9 Customer Day ends at midnight. · WHAT'S INCLUDED IN TOMORROW'S SALE · These are just a few. Tomorrow the entire site goes on sale. · VIEW ALL PRODUCTS · TODAY · TOMORROW · 08/09 · 09/09 · 1 DAY TO GO · NEW SEASON SALE · Tomorrow at 7AM the site opens for you. · VIEW FULL CATALOG · ENVIO EXPRESSO · SECURE PAYMENT · PRODUCT QUALITY · Envio rápido em 24/48 horas com código de rastreio. · All products are high quality and original. · Secure environment for online payments."
setembro,EN Blue Wolf,campanha - 09/09 #2,9296:10897,4136,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9296-10897,"07:00 · 09:00 · 11:00 · 21:00 · 23:00 · 12:00 · 18:00 · 00:00 · 15:00 · The most popular items are selling out · 10 · 12 · 2 · 3 · 4 · 5 · 6 · 9 · 7 · 1 · That afternoon breather · Coupon in its final minutes · First orders already confirmed · Lunch break, not coupon break · Over. Regular prices are back · Last call while stock is still full · Doors are open, the day has begun · 19% OFF is live for everyone! · 11am · 6pm · 7am · Date: · 09/09/2026 · 8 · NEW SEASON SALE · New season. New wardrobe. · 19%OFF · 0909 · COUPON: · 9.9 NEW SEASON SALE is live. From your first coffee until the last light goes out. · I WANT TO SHOP NOW · The offer lasts all day, but stock won't wait. · I WANT TO SECURE MINE NOW · ON SALE NOW · Coupon 0909 applies sitewide. Click below to see the rest. · SEE ALL PRODUCTS · 9.9 NEW SEASON SALE · Happens once a year. The sale runs all day, across the entire site. What changes as the hours pass isn't the percentage—it's what's still in stock. So don't wait. Pick up the piece you've been eyeing now, while it's still available. Use 0909 at checkout. Valid until midnight. · START SHOPPING · ENVIO EXPRESSO · SECURE PAYMENT · PRODUCT QUALITY · Envio rápido em 24/48 horas com código de rastreio. · All products are high quality and original. · Secure environment for online payments."
setembro,EN Blue Wolf,campanha - 09/09 #3,9296:11195,2469,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9296-11195,"Breaking news · WEDNESDAY, SEPTEMBER 9, 2026 · 6 HOURS LEFT · 9.9 NEW SEASON SALE · The campaign ends today at 11:59 PM. Get 19% OFF sitewide with coupon 0909 at checkout. · 0909 · COUPON: · SHOP NOW · HEADLINE HIGHLIGHTS: · Apply coupon 0909 at checkout to see the final price with 19% off. · SEE ALL DEALS · ENVIO EXPRESSO · SECURE PAYMENT · PRODUCT QUALITY · Envio rápido em 24/48 horas com código de rastreio. · All products are high quality and original. · Secure environment for online payments."
setembro,EN Blue Wolf,campanha - 11/09,9296:11324,1735,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9296-11324,inventory-status · alert-date-title · ! · ACTIVE DEALS · NO COUPON REQUIRED · button-label · demand-warning · platform-unavailability · GET THE LAST ITEMS · Promotional prices are active while stocks last. Click below to see the rest. · SEE ALL DEALS · ENVIO EXPRESSO · SECURE PAYMENT · PRODUCT QUALITY · Envio rápido em 24/48 horas com código de rastreio. · All products are high quality and original. · Secure environment for online payments.
setembro,EN Blue Wolf,campanha - 14/09,9517:19742,1081,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9517-19742,headline-line1 · highlighted-text · headline-line3-end · badge-text · row-val-1 · row-val-2 · row-val-3 · row-label-2 · row-label-1 · row-label-3 · headline-line2 · subtitle · I WANT TO GET READY · footer-disclaimer · ENVIO EXPRESSO · SECURE PAYMENT · PRODUCT QUALITY · Envio rápido em 24/48 horas com código de rastreio. · All products are high quality and original. · Secure environment for online payments.
setembro,EN Blue Wolf,campanha - 15/09 #2,9507:5901,3176,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9507-5901,"QUICK VISION TEST · Look at the coupon below. What color do you see? · VIP DAY · = Your vision is perfect · = You need an eye test · = Your coupon is ready · 17%OFF · VIP · COUPON: · CLAIM MY DEAL NOW · Okay, you got it right. This was never a vision test—it was our way of telling you that today is VIP Day at Blue Wolf. The coupon you saw above gives you 17% OFF sitewide and was only sent by email. It's not on the website or social media. · VIP · I PASSED THE TEST · TODAY'S FAVORITES · VIP · The coupon is valid sitewide. Click below to see the rest. · VIEW FULL CATALOG · WHAT WE PROMISE · This coupon won't be posted on the website or social media—it's exclusive to email subscribers. It's valid today, for everyone on this list, until midnight. · SHOP BEFORE MIDNIGHT · ENVIO EXPRESSO · SECURE PAYMENT · PRODUCT QUALITY · Envio rápido em 24/48 horas com código de rastreio. · All products are high quality and original. · Secure environment for online payments."
setembro,EN Blue Wolf,campanha - 15/09 #3,9507:6075,3553,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9507-6075,"QuestionNumber · headline-line1 · QuestionText · OptionText · badge-text · Three quick questions before the day ends. All about an offer that expires at midnight. · SHOP VIP DAY · VIP · GOT ALL THREE RIGHT? HERE'S YOUR PRIZE: · 17%OFF · VIP · COUPON: · USE COUPON · THERE'S STILL TIME · The coupon is valid sitewide. Click below to see the rest. · VIP · VIEW FULL CATALOG · HOW DID YOU DO? · Whether you got them right or not, the result is the same: 17% OFF sitewide until midnight. After that, prices return to normal, and VIP Day won't be back until September next year. · SHOP BEFORE MIDNIGHT · ENVIO EXPRESSO · SECURE PAYMENT · PRODUCT QUALITY · Envio rápido em 24/48 horas com código de rastreio. · All products are high quality and original. · Secure environment for online payments."
setembro,EN Blue Wolf,campanha - 17/09,9733:208,2788,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9733-208,VIP WE EK · 17% · OFF · SITEWIDE · VIP · COUPON: · SHOP WITH 17% OFF · The VIP Week didn't end on Tuesday · Copy · Body Copy · I WANT TO SHOP NOW · The highlights of VIP Week · SEE ALL WITH 17% OFF · ENVIO EXPRESSO · SECURE PAYMENT · PRODUCT QUALITY · Envio rápido em 24/48 horas com código de rastreio. · All products are high quality and original. · Secure environment for online payments.
setembro,EN Blue Wolf,campanha - 19/09,9733:345,2769,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9733-345,"//////////////////////// · Text · VIP WEEK · 17 · OFF · % · VIP · COUPON: · SHOP NOW · Body Copy · THIS WEEK'S HIGHLIGHTS: · The coupon VIP is valid sitewide. Click below and see everything. · SEE ALL PRODUCTS · SUNDAY, 11:59 PM · That's when VIP Week ends and prices go back to normal. · VIP · COUPON: · GRAB IT WHILE YOU CAN · ENVIO EXPRESSO · SECURE PAYMENT · PRODUCT QUALITY · Envio rápido em 24/48 horas com código de rastreio. · All products are high quality and original. · Secure environment for online payments."
setembro,EN Blue Wolf,campanha - 19/09,9939:3753,2541,https://www.figma.com/design/fhSNExXUuZa6qpSNZZ7kCT/?node-id=9939-3753,Title · VIEW THE WEBSITE · Body Copy · WHAT THEY WROTE · Review Copy · Body Copy · Review Copy · Body Copy · Review Copy · Body Copy · I WANT TO BE THE NEXT · ENVIO EXPRESSO · SECURE PAYMENT · PRODUCT QUALITY · Envio rápido em 24/48 horas com código de rastreio. · All products are high quality and original. · Secure environment for online payments.
